,video_id,video_date,video_description,suggested_words,cos_score,headline,headline_type,headline_genre
16,7284329607388581163,2023-09-29,this man thinks since i swiped right on him first on tinder that i should pay the bill first date check please tinder date cap cut,bad first dates recorded first date nightmare first date dates going on a date spooky date conversation date were on a first date bad first date thoughts on the first date,0.3562718,dating after  and more the week in reporter reads,Podcasts,
17,7197935276893687046,2023-02-08,dont worry ill get the next one the slowly pulling out the wallet be like lol first dates girls comedy,,0.36889356,how do you solve a problem like the romcom three comedians try,Culture,
19,7209492859202964782,2023-03-11,my gf downloaded tinder to show me this trending tinder review dating wtf weird reviews funny,tinder reviews tinder ray william johnson tinder date tinder dates tinder reviews feature tinder pick up lines dating wrapped the rookie scammer tinder dating tips tinder review,0.29212314,going the distance for their first date,Styles,
20,7037560260042755334,2021-12-03,tinder cat fishing short dating tinder,,,going the distance for their first date,Styles,
23,7176734098940120325,2022-12-13,hinge is unfair dating is hard deleting my socials and dating apps lmao,,0.29651552,is it harder for men and boys to make and keep friends,Learning,
25,7182724912304475435,2022-12-29,and here im wondering why im still single green screen video dating tips dating story time hinge dating hinge hinge,hinge hinge matches dating tips hinge conversation starter hinge prompts hinge pick up lines dating advice match dating hacks hinge prompts ideas,0.26159495,restaurant review the loveliness of a lunch counter with no fancy ideas,Dining,
26,7209756060624866606,2023-03-12,yall cant be serious cap cut edit,,0.3363623,the programs youd have to cut to balance the budget,The Upshot,
27,7254044113128082734,2023-07-10,probabky my favorite interaction on hinge so far hinge men,hinge prompts for girls hinge hinge pick up lines hinge prompts hinge matches funny hinge prompt hinge bronze gold hinge hinge notification sound hinge conversation starter,0.21690871,the supreme court has opened the door to discrimination heres how states can slam it shut,OpEd,
28,7183063997761981738,2022-12-30,exposing my hinge profile lol inspo from emma dimarco,funny hinge prompt for girls hinge hinge profiles girls hinge pick up lines hinge prompts hinge matches hinge prompts girls funny hinge prompt hinge voice prompt hinge bronze,0.20885986,for emma corrin identity is an everevolving project,Culture,
29,7192357450316582150,2023-01-24,hinge hacks hinge red flags green screen,hinge dating hacks red flags red flags filter red flag effect hinge prompts hinge hacks men hinge prompts ideas hinge pick up lines dating tips,0.4163493,what are red flag laws,U.S.,
30,7210943279922236715,2023-03-15,you know its time to bounce when even men agree that the app is trash hinge,,0.29888272,america already loves spritzes now it just needs its own aperol,Dining,
31,7283248580687645995,2023-09-26,hinge,hinge hinge is terrible best dating apps dating apps hinge prompts girls hinge is terrible wlw dating apps hinge stories hinge matches hinge pick up lines,0.26017696,someone who may prefer platonic relationships,Games,
32,7172254427124993326,2022-12-01,pretty little liars really gaslit us into shipping aria and ezra when he was literally her teacher and then they pull this pretty little liars p ll cringe cringe tok ezra fitz aria montgomery ez ria ez ria p ll p ll tok pretty little liars tok,ian harding hating ezra pretty little liar ian harding aria and ezra pretty little liars ezra and aria ian harding and lucy hale ezra fitz ezra fitz pretty little liars aria montgomery ezria pretty little liars,0.3711543,transcript ezra klein interviews mohamed a elerian,OpEd,
33,6867998143624137990,2020-09-02,green screen green screen video im literally so embarrassed also if he sees this no u didnt prove what s possible,,,transcript ezra klein interviews mohamed a elerian,OpEd,
34,7289297529496243486,2023-10-13,devoting hours of my life to pretend to be a lawyer like mock trial hs,,0.44263142,trumps lawyers lash out over timing of his federal trials,Washington,
37,6973353660566818053,2021-06-13,anyone have one better fy tinder,,,trumps lawyers lash out over timing of his federal trials,Washington,
38,7287150754224278815,2023-10-07,top dating apps in please give me a follow to try thank you,,0.35059315,listen dating after  san francisco is ok mothers cartel hunt modern love,Podcasts,
39,7281771455551900971,2023-09-22,cecelia fales i have heard so many people complain about how it is impossible to actually find good dates on hinge or get matches and the answer is sadly that they are a business first they are doing this intentionally dating dating apps dating advice story time relationship green screen video green screen,hinge best dating apps best dating app hinge is terrible dating apps dating app raya dating app hinge prompts girls hinge dating app hinge matches,0.24864839,someone who may prefer platonic relationships,Games,
40,7164569120858688814,2022-11-10,w lw lesbian hinge,,0.27832037,using the word queer instead of gay,Letters,
41,7124003183860534574,2022-07-24,dating advice hinge,hinge hinge prompts men funny hinge prompt dating app hinge prompts dating advice hinge matches hinge pick up lines first date advice funny hinge prompt men,0.31668207,on their first date plunging into a relationship,Styles,
42,7199341637955226923,2023-02-12,i love hinge,,0.38322085,love you on tinder on hinge not so much,Styles,
43,7294808699682442527,2023-10-27,just wait it gets progressively worse dating hinge men are from mars dating apps be like dating in dating in be like done with men single,,0.40631524,hed never date a lawyer or so he said,Styles,
44,7287389678007880991,2023-10-07,every time you thought it couldnt get worse it did i think im maybe done dating for awhile after this scarred hinge,hinge hinge voice messages hinge is terrible hinge cringe hinge voice memos hinge notification sound hinge prompts hinge matches hinge pick up lines funny hinge prompt,0.23163734,new york city has a bold plan to fix its housing crisis will it work,Metro,
45,7200087586591821098,2023-02-14,replying to geminastyk last one,,0.25520235,vavavoom until the end,Styles,
46,7200626421654474027,2023-02-16,replying to fbiofusa fr last one srry gramps,,0.29308373,i love you too but lets skip the roses,OpEd,
47,6834149214033890565,2020-06-03,rosacea dermatology skin care rosa cea learn on tik tok skin care check acne skin care tips,papulopustular rosacea treatment papulopustular rosacea erythematotelangiectatic rosacea rosacea skincare skin care dermatologist skincare skincare tips dermatologist skincare tips from a dermatologist rosacea skin care tips,,i love you too but lets skip the roses,OpEd,
48,7202060944783019307,2023-02-19,replying to nicolesings on a grandparent kick,,0.3863534,bronx grandmother charged with stabbing yearold granddaughter,Metro,
49,7248648040238730542,2023-06-25,footers or nothing else idc just g iry things just g iry things he he girly rel a table the girls that know girly tips the girls that know girls relate girly tik tok just girly things,facts about the girls height booster in shoes hinge prompts for girls,0.27308127,tiny love stories i wore an orange wig,Styles,
51,7298128402597416234,2023-11-05,cant believe i let this man make me a liar hinge boy,sixtine hinge boy hinge dates going on a date conversation date date night hinge matches hinge pick up lines hinge prompts couple date night,0.27066863,can a romcom make sense in dark times yes when its from this master,Culture,
52,7181598913772735786,2022-12-26,replying to toilethoochie i accept judgement on this one,,0.30497932,my stint as the adulterous flavorofthemonth,Styles,
53,7181238480943500587,2022-12-25,i mean i guess hes not wrong hinge dating green screen,,0.3196253,at  he knew they would someday marry he was right,Styles,
54,7283553510367530283,2023-09-27,hinge pack your bags for your single life hinge dating single problems,hinge best dating apps best dating app hinge is terrible dating apps hinge prompts girls single life living single hinge matches hinge prompts,0.25970608,on golden bachelor looking for love and a pickleball partner,Culture,
55,7284092543757798699,2023-09-28,heres the hinge profile that got me my mannnn hinge hinge dating hinge story,hinge profiles girls hinge prompts girls hinge i geek out on hinge hinge matches gold hinge hinge bronze hinge prompts hinge conversation starter hinge pick up lines,0.23312917,nyc schools reimagine reading this fall to fix dismal literacy rates,Metro,
56,7272504905716272427,2023-08-28,its been like days and im scared fy pp page eeeeee hinge app online dating nyc,,0.35497525,tired of dating apps some turn to dateme docs,Express,
57,7058416260815719727,2022-01-28,reply to sarahzhara nails by nailme nail art chrome nails nails,,0.25874606,britain toughens stance on russia as russia presses nato for assurances,Foreign,
58,7057755444533660974,2022-01-27,does this mean were getting married hinge dating advice dating story time,,0.5004514,the hot new thing in dating actually going on dates,Styles,
60,7189727182699302190,2023-01-17,i might have found my hinge match green screen,dating hinge matches hinge prompts hinge pick up lines conversation date dating wrapped funny hinge prompt dating ideas hinge conversation starter,0.2674803,the etiquette guru who broke up with a boyfriend over text,Styles,
61,7031063158957542661,2021-11-16,since everyone is posting theres ill post mine green screen green screen video swift tok hinge hinge voice memo a day in my life,hinge prompts for girls hinge swifttok hinge voice prompt hinge notification sound hinge prompts hinge matches funny hinge prompt hinge bronze hinge exercise,,the etiquette guru who broke up with a boyfriend over text,Styles,
62,7200891325925985582,2023-02-16,game changer but amori is still better dating dating apps hinge update new feature dating tips green screen video hinge update your type a i chat gp t algorithm,amori dating hinge prompts for girls hinge dating tips dating advice hinge matches apps for couples dating hacks golden hinge hinge prompts,0.35891524,love you on tinder on hinge not so much,Styles,
63,7127095270059380014,2022-08-01,replying to urmomwantsmebruh for every cute guy theres scary ones,lip combo asapabes,0.31844503,late night reacts to bidens rebound covid case,Culture,
64,7269043094895578411,2023-08-19,just all part of the fun single dating viral,hinge hinge matches hinge pick up lines hinge prompts hinge conversation starter going on a date funny hinge prompt first date hinge bronze pros and cons of dating me,0.30261236,tired of dating apps some turn to dateme docs,Express,
65,7140378477756189994,2022-09-06,please look at this man that came up on my friends hinge im in love hinge nyc dating voice prompts,hinge voice prompt hinge prompts hinge nyc dating hinge prompts ideas hinge matches hinge prompts for girls date night nyc funny hinge prompt hinge pick up lines,0.3288203,architects at a new york firm form the industrys only privatesector union,Business,
66,7080721692699397419,2022-03-29,i love this feature hinge xyz bca smell like irish spring,,0.35538632,heres how the coronavirus steals the sense of smell,Science,
67,7193896226868268331,2023-01-28,green screen video at least my friends think im funny hinge dating hinge dating funny funny videos texas texas check rel a table creds to mo,hinge hingedating hinge matches funny hinge funny text messages hinge jail funny hinge prompt hinge pick up lines hinge prompts hinge rose,0.24836542,jam van dares to ask what if family road trips were actually fun,Culture,
68,7236027703319612718,2023-05-22,this kid is unhinged teeboh hinge,,0.31293893,for this glass blower art is a fullbody sport,Projects and Initiatives,
70,7302575653935779114,2023-11-17,i was her elvis comedy stand up stand up comedy funny matt rife improv crowd work grandma elvis,matt rife matt rife and christina matt rife edit matt rife christina matt rife zendaya matt rife comedy matt rife zendaya scene matt rife maggie comedian matt rife kisses fan,0.33148384,dana schutz is seriously funny tracey emin is seriously honest,Weekend,
72,7304025394116709674,2023-11-21,never forget,,0.40698034,dont just sit there,Games,
76,7295132675189263646,2023-10-28,today we crack down on pettier matters but nonetheless crimes,ariana grande donut shop jennette mccurdy ariana grande jennette mccurdy arianagrande jennette mccurdy ariana grande impression celebrities i dont like belatown ariana grande being rude break free ariana grande jennette mccurdy character based on ariana grande,0.32421142,taylor swifts slut and the evolution of a pop star feminist,Culture,
77,7303568051306384671,2023-11-20,matt rife you will never be daniel tosh,matt rife daniel tosh basement yard matt rife zendaya basement yard podcast matt rife and zendaya comedian matt rife comedian matt rife stand up comedy matt,0.3396895,dana schutz is seriously funny tracey emin is seriously honest,Weekend,
78,7278072934722276651,2023-09-12,black eye prank on mom must watch fy p viral blow this up forme,,0.333101,host of youtube parenting channel is charged with child abuse,Express,
79,7303612615559826730,2023-11-20,replying to olorful so glad someone brought this up matt rife zen day a,,0.34448063,word of the day largess,Learning,
80,7302980725559627050,2023-11-18,he ate with that one wednesday addams joke a year ago and that wasnt even him that was cause a baddie stole the show netflix matt rife,,0.35163233,the strange  million saga of a netflix series youll never see,SundayBusiness,
82,7303409603646082335,2023-11-20,matt rifes new netflix special a reaction matt rife matt rife comedy matt rife tok netflix netflix special natural selection matt rife natural selection comedy dv women zodiac signs charlie brown humor humor tok,,0.34546876,snl mocks george santos and welcomes a sassy panda,Culture,
83,7303955233988742443,2023-11-21,in a recent interview matt rife said that his controversial special was way more for guys catchup news matt rife comedy,matt rife drew afualo matt rife talking about drew afualo matt rife and zendaya matt rife wild n out matt rife apology link matt rife zendaya comedian matt rife matt matt stand up comedian,0.32905012,dana schutz is seriously funny tracey emin is seriously honest,Weekend,
84,7303688882485316907,2023-11-20,matt rife comedy modi tv ation real,,0.37395537,teleprompter makeup gavel art auctions become mustsee tv,Culture,
85,7303701449995832618,2023-11-20,it got so dark definitely on his own naughty list comedy stand up stand up comedy funny matt rife improv crowd work santa,matt rife matt rife and zendaya matt rife and christina matt rife edit matt rife christina matt rife zendaya stand up comedy standup matt rife stand up comedy comedian matt rife,0.37266728,kevin hart to receive mark twain prize for american humor,Culture,
86,7224182952572276014,2023-04-20,i now live in iowa comedy stand up stand up comedy funny matt rife improv crowd work r izz,maggie from matt rife matt rife maggie and christina matt rife maggie matt rife facetime maggie matt rife kisses fan matt rife edit stand up comedy matt rife christina maggie maggie from matt rife reunite,0.30943757,wynonna judd between hell and hallelujah review the show must go on,Weekend,
87,7221332880562146602,2023-04-12,update,matt rife and christina kiss video matt rife maggie from matt rife matt rife comedy christinar matt rife girlfriend maggie and christina maggie matt rife matt rife glow up matt rife comedy show,0.32427186,wynonna judd between hell and hallelujah review the show must go on,Weekend,
88,7302682321579150638,2023-11-18,my dating support group little sister dating sucks,matt rife and christina dating christina matt rife dating hacks christina milian and matt pokora dating advice matt rife christina maggie easy apple dessert dating in the kitchen siblings or dating,0.3221685,why arent more people marrying ask women what dating is like,OpEd,
89,7304332310285995310,2023-11-22,stevies face at the end says it all wild n out stevie j flirting pickup line comedy,stevie j stevie j wild n out wild and out pickup lines wild n out videos wild n out funny moments wildnout funny pick up lines wild n out series tye tribbett wild n out,0.36910278,snl mocks george santos and welcomes a sassy panda,Culture,
90,7255336092499512622,2023-07-13,our guy matt rife swung and missed wild n out matt rife comedy zen day a shoot your shoot flirting,matt rife matt rife wild n out zendaya zendaya wild n out matt rife and zendaya wild n out matt rife zendaya matt rife glow up matt rife edit matt rife comedy,0.30922538,conan goodfellas and mtv how tony bennett revived his career,Express,
92,7242844132652404014,2023-06-09,did you see it zen day a disney mystery glitch matrix weird time,,0.3653911,the mystery of the vanishing kestrels whats happening to this flashy falcon,Climate,
94,7250166050480868651,2023-06-29,matt rife harassed zendaya stop harass men and bullying matt rife trending tik tok zen day a wild n out videos cancel culture zy x cba co media,matt rife matt rife and zendaya zendaya wild n out zendaya wild n out matt rife wild n out zendaya matt rife zendaya matt rife and zendaya wild n out wild n out matt rife zendaya coleman,0.3405276,popcast deluxe taylor swift and matty healy plus the idol,Culture,
95,7303698839742008622,2023-11-20,this was a choice of a response matt rife netflix,matt rife wild n out matt rife matt rife crowd work wilding out matt rife zendaya zendaya wild n out zendaya matt rife girlfriend comedian matt rife matt rife comedy show christina matt rife,0.3016863,jennifer aniston and other friends actors reminisce after matthew perrys death,Express,
96,7303612160876317995,2023-11-20,mama didnt raise no man she raised ab is hh hh matt rife comedy matt rife tok matt rife unpopular opinion dark comedy dv jokes arent funny dv awareness comedy is not your career,,0.41794986,kevin hart to receive mark twain prize for american humor,Culture,
97,7093264942706494763,2022-05-02,pete davidson on his spray tan netflix is a joke fest,pete davidson kim kardashian pete davidson comedy pete davidson ariana grande pete davidson standup pete davidson kanyewest pete davidson edits pete davidson funny moments pete davidson pete davidson netflix funny moments,0.5201896,kim kardashian and pete davidson star in the white house correspondents dinner the reality show,Styles,
98,7242081943368781102,2023-06-07,rizz up pickup lines fir you was bored and wanted to try this out,rizz pickup lines rizz pick up lines with rizz pick up lines on rizz pick up lines rizz song rizz pickup lines for your bf roast lines pick up lines with rizz frcky soccer rizz,0.29566756,what are your favorite lesserknown hiphop lyrics,Projects and Initiatives,
100,7235053658646334766,2023-05-19,you only live once right thank you living famous ink for being so awesome living famous ink say it tattoo,matt rife edit mattrife matt rife cookies and mif matt rife comedy matt rife and shemar moore matt rife maggies mom matt rife and christina matt rife belt video matt_rife say it christina matt rife,0.2828444,amy silverstein who chronicled a life of three hearts dies at ,Obits,
101,7221233334016347438,2023-04-12,matt rife matt rife comedy des moines iowa,matt rife grandma christina maggie from matt rife mattrifecomedy christina comedian matt rife iowa matt rife des moines iowa matt rife and christina matt rife belt video maggie matt rife,0.3149824,sex abuse beatings and an untouchable mississippi sheriff,Local Investigations,
102,7262588704504630574,2023-08-02,duet with matt rife feralsai,,0.3614539,two musicals one lonesome world,Culture,
104,7232045181724265770,2023-05-11,okayi you tiktok,,0.3158648,dont toss these grad caps,Styles,
105,7230652034192690478,2023-05-07,yard work sunshine fishing and good conversationsperfect sunday fishing iowa little fish size doesnt matter,,0.34880897,quotation of the day for king charless coronation a fancy fish pie without the fish,Summary,
107,7226925201638968619,2023-04-27,family time always makes life better,matt rife family this is my family family memories family dinner comedian matt rife matt rife and jessica lord matt rife maggie matt rife and christina matt rife christina maggie,0.30131233,wynonna judd between hell and hallelujah review the show must go on,Weekend,
108,7225748297665809706,2023-04-24,cookie recipe coming out soon and if you know you know lunch able s crock pot juice boxes cookies matt rife,,0.3714623,crispy recipes for when dinners in a crunch,Dining,
109,7226036256264834346,2023-04-25,as promised the cookie recipe thank you for helping us reach the goal for charity ill upload a video of giving the donations also this is matts offical invite to thanksgiving cookies for charity mil fn cookies,,0.31019124,ariana debose to return as tony awards host this year,Culture,
111,7224270649349459242,2023-04-20,stitch with matt_rife get your milf and cookies while it lasts mitt rife charity mil fn cookies,matt rife christina kiss matt rife matt rife and christina matt rife christina matt rife cookies and mif matt rife say it cookies meeting matt rife icing cookies matt rife christina maggie,0.31428167,the musings of fred couples and steaks and skillet cookies for past winners,Sports,
112,7221225385013562670,2023-04-12,part time jobs have their perks hurricane shot splash zone can you handle that,christinar hurricane to the hills matt rife christina maggie christina hendricks matt rife christina rock you like a hurricane matt rife comedy matt rife maggie matt rife,0.30354163,wynonna judd between hell and hallelujah review the show must go on,Weekend,
113,7220981417776385323,2023-04-11,harshly accurate,,0.3761151,review the dreamy precision of an everyday surrealist,Culture,
114,7209851832439606574,2023-03-12,couldnt make the stlouisbluesnhl game so we did the next best thing a untie st louis blues just in fau lk hockey blues,,0.37264147,quotation of the day why jaromir jagr cant quit hockey,Summary,
115,7208249172976225579,2023-03-08,get those tatas checked ladies mammogram humor hot date,,0.5170075,fda will require dense breast disclosure at mammogram clinics,Science,
116,7203965951241669934,2023-02-25,i cant with these filters,,0.3049884,ai bots cant report this column but they can improve it,Business,
117,7202776548360080686,2023-02-21,finally lol,,0.35575357,vavavoom until the end,Styles,
118,7183734603021143342,2023-01-01,at least she admits it,,0.34962162,when you dont think of it first,Games,
119,7221383955550063918,2023-04-13,see you at thanksgiving matt rife,matt rife undoing belt matt rife wild n out christina maggie matt rife matt rife glow up matt rife matt rife mom and daughter matt rife daughter matt rife zendaya matt rife maggies mom comedian matt rife,0.26747835,sex abuse beatings and an untouchable mississippi sheriff,Local Investigations,
120,7182670058177678635,2022-12-29,was not expecting this amazon must have s amazon makeup brushes,,0.39169288,amazon to publish the next tomb raider video game,Business,
121,7177206720513494315,2022-12-14,shes single,,0.42404675,she kickstarted his heart,Styles,
122,7108846740404555051,2022-06-13,,,,she kickstarted his heart,Styles,
123,7295906777730796830,2023-10-30,all aboard the gravy twain volume,shania twain yunggravy gravy country music songs yung gravy songs shania twain yung gravy country songs shania twain songs gravy from scratch chicken gravy,0.37336907,cmat makes country music sad smart and strange,Culture,
124,7177806471193890094,2022-12-16,replying to yunggravy step daddy application,,0.28104556,penguin random house ceo steps down,Books,
125,7301088678439308590,2023-11-13,papi if u see this,,0.2746303,how terms of endearment brought a mother and daughter closer,Arts&Leisure,
126,7233279583154441518,2023-05-15,shes so iconic christina rome christina salgado christina s lap dog,christina salgado bad girls club christina salgado christina baddies atl christina bgc bad girls club bad girls club baddies christina rome edit bad girls club season christina christina gone baddies,0.3211633,jamie lee curtis and lindsay lohan talk freaky friday at ,Culture,
127,7293265564074544427,2023-10-23,hes okay but it scared us to deaf comedy stand up stand up comedy funny matt rife improv crowd work deaf sign language,disney matt rife what is a narcan disney disney card game whats narcan matt rife edits disney game matt rife shemar moore matt rife comedy,0.38488847,how gerontocracy explains the matt gaetz clown show,OpEd,
128,7236048224765709610,2023-05-22,how does narcan work addiction rehab recovery sobriety drug use,narcan explained addiction recovery rescue remedy narcan funny videos flonanse nasal spray addictions interview recovery coach,0.37820792,ketamine shows promise for hardtotreat depression in new study,Well,
129,7264698410706455850,2023-08-07,you never know whats going to happen nurses of tik tok nurse humor nurse tok nursing student nurse problems nursing nursing school nurse life,nurse tiktok nursetok nursing nurses humor nurses of tiktok nurse life nursing student nursing school narcan funny videos life of a nurse,0.4014375,how multiple warnings about a killer nurse went unheeded,Foreign,
131,7241209988461432106,2023-06-05,michael j fox suffered a tumble on stage during a back to the future qa panel at fan expo in philadelphia michael j fox back to the future parkinson s fall philadelphia,,0.39655036,glenda jackson oscarwinning actress turned politician dies at ,Obits,
132,7227847350448917803,2023-04-30,michael j fox diagnosed with earlyonset parkinson s at finds living with the incurable disease increasingly challenging actor cbs sunday,michael j fox parkinsons diseases michael j fox at michael j fox christopher lloyd still michael j fox michael j fox scrubs michael j fox interview michael j fox documentary michael j fox parkinsons parkinson,0.43697923,richard lewis diagnosed with parkinsons will retire from standup comedy,Express,
133,7143025550112722218,2022-09-13,its okay to give up somedays,people having seizures seizure activity how do seizures feel like what does a seizure look like what does having a seizure feel like what is a seizure how does seizures works what causes seizures seizures explained,0.30468735,what is brain fog and how can i treat it,Well,
134,7174921074319035690,2022-12-08,who should i do next harem in the labyrinth of another world anime waif u roxanne green screen anime girl secret anime society anime bro die,,0.3232591,arata isozaki prolific japanese architect dies at ,Obits,
135,6746596133293853957,2019-10-11,roxanne by arizonazervas goes crazy w asapgoku noeahjacobs trio dance,roxanne song roxanne arizona zervas roxanne song by arizona zervas arizona roxanne trend roxanne goof troop roxanne megamind roxanne roxanne movie,,arata isozaki prolific japanese architect dies at ,Obits,
136,7302168194872266030,2023-11-16,cleaning a headstone for free headstone cleaning clean tok,cleaning gravestones grave cleaning oldest gravestone in the world cleaning headstone cleaning deep cleaning cleaning gravestones asmr the clean girl tombstone cleaning oldest gravestones,0.28753293,former pennsylvania nurse is linked to  nursing home deaths,Express,
137,7289533410048068907,2023-10-13,thank god shes okay comedy stand up stand up comedy matt rife funny improv crowd work medical tik tok,matt rife matt rife and christina what is a seizure matt rife shemar moore matt rife mom and daughter matt rife edit matt rife christina matt rife kisses fan stand up comedy matt rife comedy,0.3488668,how gerontocracy explains the matt gaetz clown show,OpEd,
138,7279513548441537838,2023-09-16,nsync performing i want you back in so young viral trending nsync fan life nsync fan for life feature me nsync nsync reunion jc chasez just in timberlake just in timberlake chris kirkpatrick joey fatone lance bass trolls cap cut i want you back,nsync joey from nsync joey nsync lance nsync justin timberlake joey fatone joey fatone singing i want youback nsync lancebass jc chasez,0.2917134,usher to headline super bowl halftime show,Culture,
139,7296552468966804769,2023-11-01,spotify soundwave tattoo for some just few lines for others life time memories tattoo tik tok spot if y tattoo tatu az,,0.340315, new songs you should hear now,Culture,
144,7280710730846833951,2023-09-19,cartoons thunder cats s,,0.427856,big cats big feelings,BookReview,
145,7297705370657590574,2023-11-04,skeeyee setwillfree sexy y red hood hottest princess s kee yee hood hottest princess tour sexy y penn state,seyy redd skeeyee penn state seyy redd tiktok skeeyee song seyy redd songs seyy redd making my way through the hood seyy redd bet yb and seyy red seyy redd hip hop awards,0.32319605,olivia rodrigos haunting hunger games tune and  more new songs,Culture,
146,7294539314791255328,2023-10-27,we did it aww god this was a nerve wracking one but i got asked to tattoo a good mates wedding song as a spotify code and it scanned job satisfaction top tier tattoo tattoos tattoo artist viral like spot if y,,0.25978428,lempicka new musical about art deco artist to open on broadway,Culture,
147,7268973704980270368,2023-08-19,well ive peaked sound on tattoo spot if y spot if y tattoo cars cars tattoo lightning mcqueen,,0.3117857,before gran turismo inspired a movie it drove a teenager to greatness,Culture,
148,7298008248370646304,2023-11-05,disco polo polish polish song tattoo tattoo ideas tattoo tik tok spot if y spot if y tattoo polska pola kam u zyk a music mu zyk a pola kwang lii,,0.24595279,the egyptian rapper wegz wants to take arabic hiphop worldwide,Culture,
149,7225025481379302699,2023-04-22,note to selfspotify tattoos do work music spot if y t swift spotify,,0.29950806,meet jelly roll the rapper turned country singer rousing nashville,Culture,
150,7290763314492181790,2023-10-16,spotify tattoos tattoo tattoos spot if y spot if y codes love married,tattoos based on songs tattoo art song tattoo ideas tattoo tiktok music tattoo ideas couple tattoo tattoo design matching tattoo tattoos for couples couple tattoo ideas,0.20623456,lempicka new musical about art deco artist to open on broadway,Culture,
151,7117351719255739691,2022-07-06,tattoo spot if y,the devil went down to georgia tattoo tiktok tattoo effects filter tattoo transition tattoo design small tattoos tattoos for arm spotify tattoo code song tattoo ideas spotify picture frame,0.23501931,spider webb tattoo artist with a defiant streak dies at ,Obits,
152,7082099227521715462,2022-04-02,tattooing jakes karaoke song tattoo spot if y tattoo s can tattoo,,0.4031363,shifting norms on tattoos in japan,World,
153,7177059560270744838,2022-12-14,see if this spotify code actually reads like share tattoo spot if y tattoo viral tattoo,,0.39644584,dramatizing the story of a gay midcentury tattoo artist who was so much more,Weekend,
154,7281027867264224555,2023-09-20,this is actually genius comedy stand up stand up comedy funny matt rife improv crowd work tattoos nsync,matt rife thundercats matt rife kisses fan thundercats tattoo soundwave tattoo nsync tearing up my heart its tearing up my heart spotify soundwave tattoo matt rife edit,0.32676947,terry kirkman whose band was a lates hit machine dies at ,Obits,
155,7198316629904788782,2023-02-09,they really are better than us in every way comedy stand up stand up comedy funny improv crowd work matt rife art autism,matt rife and zendaya matt rife matt rife kisses fan matt rife shemar moore drama meeting matt rife standupcomedy matt rife edit matt rife cameo matt rife zendaya matt rife meeting fans,0.31385082,richard belzer had a ball with the relationship between comic and crowd,Culture,
156,7154558482245602606,2022-10-14,whos in the wrong comedy stand up stand up comedy funny improv crowd work matt rife baby mama,matt rife and zendaya matt rife matt rife kisses fan comedy stand up standup matt rife shemar moore matt rife edits matt rife comedy matt rife zendaya matt rife stand up comedy,0.39165917,trauma is the best comedy material but april  was not funny,OpEd,
