video_id,video_timestamp,video_duration,video_locationcreated,suggested_words,video_diggcount,video_sharecount,video_commentcount,video_playcount,video_description,video_is_ad,video_stickers,author_username,author_name,author_followercount,author_followingcount,author_heartcount,author_videocount,author_diggcount,author_verified
7261296435482742022,2023-07-29T13:38:46,17.0,ID,,17100.0,224.0,331.0,4000000.0,Gigi bungsu meskipun tumbuhnya lurus dan tidak miring atau impaksi tetap bisa menimbulkan keluhan sakit jika sudah berlubang. Hal tersebut dikarenakan gigi sebelah belakang tidak dapat dibersihkan dengan sikat. Maka dari itu harus menggunakan sikat gigi kepala kecil untuk dapat menjangkau permukaan gigi bagian belakang. #gigibungsu #sikatgigi #edukasigigi #gigiberlubang #sakitgigi ,False,,alfanmaulanae,Edukasi Gigi,,,,,,False
7227234969683234094,1969-12-31T19:00:00,,,,,,,,,False,,,,,,,,,False
7329047123192794401,2024-01-28T02:26:21,16,US,"dentist parrot, bird, Cute Bird, Birds of TikTok, bird tiktok, cute animals, Baby Bird, Cute Parrot Videos, Cute Parrot Clips, Kiki The Cockatiel Bird In The Morning",906800,53400,8954,32000000,doctor loro 😂😂 . . #cockatiel #calopsita #bird #pet #animals #cute #fyp #foryourpage #fypシ゚viral ,False,,bibi.bird12,Bibi Cockatiel,,,,,,False
7315789782985100577,2023-12-23T09:00:51,9,ES,"Bird Singing, cookie song, Opera, Opera Singing, bird, Pet Birds, Cute Bird Videos, Birds Of TikTok, Bird TikTok, Bird Videos",2000000,80200,8435,13100000,Bibi with opera song 😂😂😂😂 ...  #cockatiel #bird #pet #animals #cute #fyp #foryourpage #fypシ゚viral ,False,,bibi.bird12,Bibi Cockatiel,,,,,,False
7335896551199362336,2024-02-15T13:25:22,26,US,"pin feathers, pin feather removal, preening pin feathers, birds, Bird Pet, bird videos, Bird TikTok, Birds Of TikTok, Cute Animals, Cute Bird Videos",333900,12300,2167,3400000,"Mom wants dad to shave, but... . . . #cockatiel #calopsita #bird #pet #animals #cute #fyp #foryourpage #fypシ゚viral ",False,,bibi.bird12,Bibi Cockatiel,,,,,,False
7333348818584390958,2024-02-08T16:39:12,0,US,"vertical fifths filter, face ratio filter, 33 33 33 face filter, 20 20 20 20 filter, perfect face filter, Eyebrow Filter, face shape filter, golden ratio face filter, turning with the filter, Face Ratio",388800,616,1870,14700000,,False,,miranda26gymnast,mirandagieske,,,,,,False
7312121835477404958,2023-12-13T11:47:48,105,US,"33 33 33 face filter, face ratio filter, face proportions filter, mirrors, Selfie Poses, Selfie Posing Tips, Selfie Tutorials And Tips, Poses And Tips For Selfies, How Do You Take A Good Selfie, Face Effects Filter",386700,1201,867,4900000,Why you look better in the mirror than you do in selfies ✨ The key is to get further away from the camera! #selfietips #phototips #videotips #beautytips #fyp,False,,womanlystateofmind,Karen Lum,,,,,,False
7281655289990958368,2023-09-22T10:21:33,8,GB,"face ratio filter, golden ratio face filter, vertical fifths filter, golden ratio filter, face ratio filter 20 20 20, Face Ratio, ratio filter, face filter effect, Beauty Filter, Face Effect",43200,424,606,3400000,"The new Vertical fifth face ratio checking in here. Try and have fun. Ps: there is no standard beauty, everyone had its unique part. Unique beauty. You can treat this as a tool to help you get to know yourself more. #trendingfilter #faceratioeffect #verticalfifthface #goldenfaceratio#effecthousecreator #beauty #20effect #fyp ",False,,cescaliu,Cesca Liu,,,,,,False
7333641364787219755,2024-02-09T11:34:53,14,US,,853,4,32,119700,Replying to @maddie 🍉 ,False,,hannahryleereed,HannahRyleeReed,,,,,,False
7333313574544084267,2024-02-08T14:22:36,0,US,"20 20 20 20 filter, Taylor Swift, usher super bowl, Usher, face ratio filter, travis kelce taylor swift, Super Bowl, alicia keys super bowl, usher halftime show, super bowl appetizers",259800,915,1650,16200000,,False,,hannahryleereed,HannahRyleeReed,,,,,,False
7291715729404202286,2023-10-19T13:01:27,99,US,"Xylitol, Toothpaste, teeth, pregnant tips, Toothpaste Recommendation, Tips For Pregnant, Flavored Toothpaste, Pregnant of TikTok, pregnant essentials, Pregnancy Must Haves",2116,79,38,85000,Replying to @Alexis Williams Xylitol toothpaste for pregnancy #pregnancyteeth #pregancytiktok #pregnant #toothtok #teethtok ,False,,drelliephillips,Dr. Ellie Phillips,,,,,,False
7334202673610214702,2024-02-10T23:52:38,40,US,"Toothpaste, Xylitol, Hydroxyapatite Toothpaste, teeth, Flavored Toothpaste, Smile Toothpaste, Toothpaste Sensitive, Purple Toothpaste, Native Toothpaste, Toothpaste Struggle",1092,22,9,70400,Does Your Toothpaste Contain Xylitol?,False,,epic.dental,Epic Dental,,,,,,False
7336082970287115550,2024-02-16T01:30:25,15,US,,12,2,8,2423,You shouldn’t brush with anything else @Boka Oral Care #nontoxictoothpaste #boka #toxicfreetoothpaste #gift #ad #tiktokmademebuyit #grwm #toothpasteforkids ,False,,junephx_,Junephx,,,,,,False
7314526662929009921,2023-12-19T23:19:16,36,FAKE-AD,"free shipping, free shipping items, Online Boutiques With Fast Shipping",80,0,1,324400,20% off on your first order with free & fast shipping. Use promo code NEW20.,True,,iHerb,iHerb,,,,,,False
7188264068648668462,2023-01-13T17:16:01,6,US,,2992,81,60,159200,"One of the main benefits of xylitol is that it can lower cavity risk. Xylitol can reduce the amount of acid produced by bacteria. When bacteria in the mouth break down sugar, they produce acid that attacks the teeth and leads to tooth decay. Xylitol doesn't allow the bacteria to produce this acid, which means it can help prevent cavities from forming. Xylitol may also help improve overall oral health by stimulating saliva production, which helps neutralize acid in the mouth and keeps the mouth hydrated. This can lead to a decrease in dry mouth, a common problem that can lead to tooth decay and other oral health issues. How can you start incorporating xylitol into your dental routine? One easy way is to use xylitol-sweetened gum or mints. Chewing gum or sucking on mints can help increase saliva production and keep your mouth hydrated. Just be sure to choose a product that contains at least 25% xylitol, as this has been shown to be the most effective concentration for preventing cavities. I personally use these four brands of gum or mints: Pur, Epic, Spry, and Zellie's. The gums contain 1g of xylitol per piece and the mints contain 0.5g of xylitol per piece. Aim for 6-10g total per day in divided exposures. You can find Pur gum at @target  #xylitol #dentaltips #cavities ",False,,themamadentist,Taylor McFarland DDS MS,,,,,,False
7308924460843814175,2023-12-04T20:59:55,23,US,"Xylitol, xylitol gums, Gum, xylitol chewing gum, gums with xylitol, xylitol toothpaste, Chewing Gum, Red 40, My Favorite Gum Flavors, xylitol gum brands",10700,91,70,263200,Does Your Favorite Gum Have Xylitol As The First Ingredient?,False,,epic.dental,Epic Dental,,,,,,False
7185816896376343854,2023-01-07T03:00:14,23,US,,2780,313,819,72400,"#pinktax proof. If you don’t believe in it, just take a look. This goes for deodorant too. We don’t want to use male razors because they scratch us and make us bleed. We don’t use male deodorants because we don’t want to smell like men so we are forced to pay more for female items. ",False,,lala_hawaii1114,Laura Nazareth,,,,,,False
7204953150128704814,2023-02-27T16:38:08,56,US,"pink tax explained, shopping, Shopping Tiktok, Clothes, Shop Clothing, pink, Shop TikTok, tiktok shop shopping, Shopping USA, Shopping Trend",242800,7022,4094,2200000,We shop differently. #shopping #women #men #pinktax #politics,False,,dailywire,Daily Wire,,,,,,True
7335462204092943662,2024-02-14T09:20:43,203,US,"Xylitol, xylitol toothpaste, xylitol for teeth, xylitol gum brands, gum recession, xylitol toothpaste brands, xylitol toothpaste philippines, xylitol chewing gum, xylitol mouthwash, teeth",939700,37400,7462,6600000,Women and men’s teeth are very different and this should be known. #mensteeth #womensteeth #oralhealth #teethtok #toothtok #healthymouth ,False,,drelliephillips,Dr. Ellie Phillips,,,,,,False
7330059185888972074,2024-01-30T19:53:42,63,US,"daisy bachelor joey, lea the bachelor, bachelor, the bachelor maria, outfit change, Bachelornation, The Bachelor 1999 Movie, maria and joey the bachelor, The Bachelor Sydney, Joey Bachelor",11900,77,191,688400,She made a STATEMENT with that outfit change and the confidence was GIVING #mariageorgas #thebachelor #joeygraziadei #bachelornationtea #thepacifier ,False,,mariahkat,Mariah Pop Culture ✨,,,,,,False
7336306732022369579,2024-02-16T15:57:27,63,US,"alyla browne, live and learn sonic, sonic 3 trailer, sonic movie 3, sonic 3, maria sonic, Sonic The Hedgehog, maria sonic movie 3, Sonic The Hedgehog Movie, maria and shadow",28400,194,329,501200,MARIA CONFIRMED FOR SONIC MOVIE 3! #SonicHub #SonicMovie3 #ShadowTheHedgehog #SonicMovie #Sonic #SonicTheHedgehog ,False,,sonichubyt,SonicHub,,,,,,False
7181959178460646699,2022-12-27T17:29:47,43,US,"kevin hart, Kevin Hart Comedy, kevin hart stand up, help me kevin hart, kevin hart best friend, Kevin Hart Funny Moments, funny videos laugh, Kevin Hart And Dwayne Johnson, if your my best friend, Stand Up Comedy",622200,223100,12600,7200000,Help Me! 🤣😂 #comdey #kevinhart  #kevinhartcomedy #standupcomedian #standup #comedia #standupcomedy #fyp #fypシ#4youpagepls #4upageonly #funny #funnyvideos #funnyshit #comedytiktok #joke #jokes #laughs #laugh #bringthefunny #foryou #laughswithebrow ,False,,laughswithebrow,Laughs With E.Brow,,,,,,False
7277976321341394222,2023-09-12T12:25:34,66,US,,15900,615,338,465700,The Kevin Hart Theory 🤔#real #car #story #conspiracy #death #cheating #noway ,False,,creativealliance3,Erkwitdawork3,,,,,,False
7326307603385191726,2024-01-20T17:15:46,12,US,"Kevin Hart, kevin hart stand up, Kevin Hart Funny Moments, lift movie, kevin hart hey look at me, lift kevin hart, Stand Up Comedy, Standup Comedy Show, lift movie netflix, Kevin Hart Comedy",48300,256,547,1300000,“LIFT” is now streaming on @Netflix …..Make sure you watch it and also make sure you watch it until the end 💪🏾💪🏾💪🏾💪🏾💪🏾 ,False,,imkevinhart,Kevin Hart,,,,,,True
7309993603743386922,2023-12-07T18:08:43,8,US,,92,0,5,3616,"If he doesn’t pass, I’m leaving him at the gate. #airportdad #traveltiktok #couplestiktok ",False,,mabelmelopez,Mabel Lopez,,,,,,False
7217277038699318570,2023-04-01T22:41:10,8,US,,258,13,0,5513,He do be a daddy fr 😵‍💫 #CapCut ,False,,sarajonessssss,Sarajones,,,,,,False
7314062653717040426,2023-12-18T17:18:42,130,US,"dating, love story, couple, Couple Love, Couples Of TikTok, College Relationships, Cute Love Story, football couples, Football, love story proposal",171900,777,578,1400000,Truly my bestfriend since the beginning🫶 #couple #lovestory #fyp #college ,False,,rach_isthename,Rach 🌞,,,,,,False
7171619777754959147,2022-11-29T20:47:34,23,US,"friends to lovers, just best friends, dating, Friends Edits, childhood friends to love, candid pics, best friends to lovers song, Friends To Lovers Books, strangers to lovers",9673,306,15,367600,best friends to lovers is crazyyy @marycabading  🫶🏽,False,,matthew.pahed,Matthew,,,,,,False
7270633927541263658,2023-08-23T17:33:10,59,US,"friends to lovers, feet kicking, lover, Friends To Lovers Books, childhood friends to love, enemies to lovers trope, Friends Edits",272700,8816,1032,1400000,friends to lovers is not the love trope i signed up for ,False,,spoiledmel,mel sommers,,,,,,False
7265505230366805290,2023-08-09T21:51:13,13,US,"friends to lovers, friends to lovers books, enemies to lovers trope",1100000,8956,824,4800000,“Just friends” when this was taken😘 #fyp ,False,,rach_isthename,Rach 🌞,,,,,,False
7335284504396893482,2024-02-13T21:50:43,63,US,"lea the bachelor, sydney gordon bachelor, bachelor, sydney bachelor, sydney warner bachelor, daisy bachelor joey, jess on the bachelor, sydney warner the bachelor, lea cayanan, The Bachelor Sydney",667300,15900,2084,4200000,Her facial expression switched up so fast😭 #bachelor #bf #fyp #bachelornation ,False,,rach_isthename,Rach 🌞,,,,,,False
7333492503464742186,2024-02-09T01:57:34,41,US,"Bob Marley, rohan marley, praise jah in moonlight, Bob Marley Movie, one love bob marley, damian marley, ygmarley, Bob Marley Son, bob marley grandson, rohan marley football",2900000,16300,5898,51700000,Give Jah all the thanks and praises for this video of #YGMarley with his dad #RohanMarley at the Bob Marley: One Love Miami premiere after party. ❤️#BobMarleyMovie #OneLoveMovie,True,,onelovemovie,Bob Marley: One Love,,,,,,True
7304010485345651998,2023-11-21T15:11:16,106,US,"whitening strips, guru nanda, crest whitening strips, teeth whitening kit, ross whitens his teeth, guru nanda whitening, guru nanda mouthwash, White Teeth, teeth, Dental Products",463100,3774,1942,12400000,#fyp#teeth#dentalhygienist#fy#whitening#dentist##dentalassistant#viral#shop#shopping##deals#blackfriday#trend#trending,False,,theboydannyx,Daniel Mena,,,,,,False
7334410906979323142,2024-02-11T13:20:22,27,CA,,19400,1451,121,274700,Toronto’s most epic sunset will be happening next week! 🌅🌞 @olga #curiocitycanada #canada #curiocitytoronto #toronto #sunset #torontohenge #torontosunset #kingstreet #sunsetvibes #todo #torontolife #curiocityvancouver #sunsets ,False,,curiocitycanada,Curiocity Canada,,,,,,True
7306180154571705633,2023-11-27T11:30:33,15,DE,"toronto canada, toronto, she said she wanna come to toronto, she wanna come to toronto, Things To Do In Toronto, toronto at night, toronto nightlife, toronto accents, canada, toronto apartment",809000,10200,2814,4100000,She wanna come to #toronto,False,,nulldreimo,Mo,,,,,,False
7255681654730214702,2023-07-14T10:30:57,16,US,"florence pugh, florence pugh scene, florence pugh and emily blunt, Emilyblunt, Florence, Florence Pugh In Oppenheimer, wardrobe, Oppenheimer Scene Florence, Oppenheimer, Florence Pugh Scenes In Oppenheimer",80300,758,295,2900000,Everyone needs a friend like Florence Pugh. 👏 #EmilyBlunt #FlorencePugh #Oppenheimer #TODAYShow 📹: Mike Marsland/Getty Images,False,,todayshow,TODAY Show,,,,,,True
7311410157685116193,2023-12-11T13:45:40,55,GB,"juno temple, juno temple face change, courtney cox face, courteney cox, selena gomez face, emily blunt, juno temple before and after, emily bluntly oppenheimer scene, courtney cox filler, Celebrity",98900,2174,2530,2000000,Emily Blunt face transformation #emilyblunt #emilybluntedit #emilybluntfan #oppenheimerpremiere #celebrityface #celebritytransformation ,False,,drjb.aesthetics,Dr Jonny,,,,,,False
7333310839006530859,2024-02-08T14:12:14,140,US,"propitious mango ice cream where to buy, mango ice cream, propitious mango ice cream, propitus ice cream, mango peeling candy, propitious mango ice cream where to buy nyc, peach ice cream, fried chicken ice cream, peelable gummy mango, propitious mango ice cream location canada",1300000,48300,6556,11400000,I AM SO HAPPY I FINALLY FOUND THESE ,False,,christinakirkman,CHRISTINA KIRKMAN,,,,,,False
6972946964765838597,2021-06-12T12:35:33,23,US,,68800,853,403,763200,Reply to @ggpsychotherapy reposting this 😎,False,,christinakirkman,CHRISTINA KIRKMAN,,,,,,False
6973071851656334598,2021-06-12T20:40:12,49,US,,91400,6072,587,875600,Reply to @ccollins421 this was my hardest one yet @chrisdelia,False,,christinakirkman,CHRISTINA KIRKMAN,,,,,,False
7054355980955700526,2022-01-17T20:44:04,159,US,,2717,11,73,55900,Reply to @melody..sings THAT ICE CREAM SANDWICH THOUGH 😍 #freezedriedcandy,False,,christinakirkman,CHRISTINA KIRKMAN,,,,,,False
6972662954219015430,2021-06-11T18:13:27,46,US,"Viral Video, Viral Tiktok Videos, Singing Videos, viral video to watch, Viral Cat Videos, Viral Food Videos, Christina Kirkman All That, viral sounds",1400000,107100,10800,14200000,Reply to @laurenkahrs0 the full version 😎😎😎,False,,christinakirkman,CHRISTINA KIRKMAN,,,,,,False
7332255714267630891,2024-02-05T17:57:24,85,US,"fruit riot sour candy, fruit riot, sour candy, fruit, Fruit Candies, sour balls candy, Trying Sour Punch Straws, Fruit Dessert, candy freeze dried, Most Sour Candy",14700,762,316,473300,Replying to @Kminter I CAN'T STOP!!!!!,False,,christinakirkman,CHRISTINA KIRKMAN,,,,,,False
7331850185787723051,2024-02-04T15:43:51,239,US,"fruit riot, fruit riot sour candy, fruit riot sour candy where can you find it, mango peel candy, swedish candy, fruit riot canada, sour candy, candied fruit, fruit, fruit game",286500,18400,2089,3200000,If you guys sell out the pineapple I will genuinely be so mad,False,,christinakirkman,CHRISTINA KIRKMAN,,,,,,False
7335312392487701806,2024-02-13T23:39:00,94,US,"isamaya glitter lip gloss, julia fox lip gloss, lip gloss, juliafox, Glitter Lip Gloss, lip gloss floating away, Making Lip Gloss, lip products, black lip gloss on lips, Black Lip Gloss",18200,13,107,265500,If it's good enough for @Julia fox it's good enough for me ,False,,christinakirkman,CHRISTINA KIRKMAN,,,,,,False
7335274547765251374,2024-02-13T21:11:57,130,US,"dae dry shampoo, dry shampoo, daehair, Dae Hair Products, shampoo, Hair Products, dry shampoo on greasy hair, dry shampoo spray, Scalp Shampoo, trader joe's dry shampoo",13100,138,101,219300,I think @Dae Hair just made me a dry shampoo girlie,False,,christinakirkman,CHRISTINA KIRKMAN,,,,,,False
7334152210349051178,2024-02-10T20:36:41,228,US,"propitious mango ice cream where to buy, propitious ice cream, mango ice cream, peach ice cream, propitious mango ice cream, Fried Chicken Ice Cream, propitious peach ice cream where to buy, mango peeling candy, propitious mango ice cream where to buy nyc, mango ice cream asian market",433800,9855,2438,4800000,Replying to @Clara Oga don't make me pick a favorite!!!!🥲,False,,christinakirkman,CHRISTINA KIRKMAN,,,,,,False
7290101067965091114,2023-10-15T04:36:05,30,US,"corgi, corgi puppy, Corgi Dog, Corgis Of TikTok, dog of tiktok, dog videos, Cute Dog, corgi barking, dogs funny videos, Dog Barks",136500,17500,1514,1200000,A typical corgi. IB @Brady & Graffiti the Corgis #corgi #funnyvideos #dogsoftiktok ,False,,maui_thegoldenpup,Maui & Ruby,,,,,,False
7326631106483080454,2024-01-21T14:10:40,213,PH,"Girls Just Wanna Have Fun, aera cover viral song, cindy lauper, aera cover, girls just want to have fun, girls just wanna have fun lyrics, cyndi lauper girls just want to have fun, just wanna have fun, girls just wanna have fun karaoke, girls wanna have fun lyrics",1800000,27600,18100,22600000,Girls just wanna have fun! 😌💃❤️ #aeracovers #aeracovers👏👏👏👏 ,False,,gelssspiiii,Ängel,,,,,,False
7311818758169857313,2023-12-12T16:11:13,38,EE,"Cyndi Lauper, girls just want to have fun, Girls Just Wanna Have Fun, Girls Just Want To Have Fun - Cyndi Lauper, 80s music, Cyndi Lauper Edits, She Bop Song By Cyndi Lauper, She Bop - Cyndi Lauper",37400,430,144,464500,Cyndi Lauper - Girls Just Want To Have Fun (1983) #fyp,False,,coinyes,coinyes,,,,,,False
7245663147032366362,2023-06-17T10:33:43,13,ES,"capybara, Capybara Song, capybara tower, capybara crocodile, capybara jennie, Funny Animals, Capybara Stack, Baby Capybara, Clara The Capybara, Capybara Videos",1300000,239900,8536,20600000,Capybara🤣 #capybara #capibara #funnyanimals #animalesgraciosos #capybaratiktok ,False,,fierceanimalss,Fierceanimals,,,,,,False
7334196555647339818,2024-02-10T23:29:00,30,US,"capybara, Capybara Song, capybara crocodile, pet capybara, baby capybara, capybara bed incident, capybara swimming, capybara barking, Guinea Pig, what is a capybara",3900000,130100,24700,35400000,Daisy taking a bath getting ready for a night out! #capybara #capybaratiktok #fyp #capybaralove ,False,,michigancapybaras,Michigan Capybaras,,,,,,False
7270597182175186218,2023-08-23T15:10:39,25,US,,594200,1631,485,4800000,A new way to YUM!#PepperoniStuffedCheesyBread @Domino’s ,False,,snazzycarlos,Snazzy,,,,,,False
